screen_name,created_at,location,state_abb,state,source,hashtags,text
Gwendolyn679,2020-04-21 21:58:24,"Chehalis, WA",WA,Washington,Twitter Web App,,"I've seen some ghoulish shit, but GOP Senators out there trying to wave away Covid deaths because the deceased had some (extremely common) co-morbidity or another is pretty damn sickening."
ImJustVinnie,2020-04-21 21:58:24,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,@WRAL This isn’t Covid-1
mattmcvilla,2020-04-21 21:58:24,"Decatur, GA",GA,Georgia,Twitter for iPhone,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
jenn_tejeda,2020-04-21 21:58:24,"Miami, FL",FL,Florida,Twitter for iPhone,coronavirus,"Florida hosted spring break &amp; winter solstice during the #coronavirus pandemic. 
Despite having a large elderly population &amp; never locking down their state—hospital bed space has INCREASED &amp; they maintain a very low death rate. 

Time to #ReopenAmerica!

https://t.co/loEVnTGUhV"
balanceforever1,2020-04-21 21:58:24,"California, USA",CA,California,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
TimCasad,2020-04-21 21:58:23,"Seattle, WA",WA,Washington,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
CarrieSweet2017,2020-04-21 21:58:23,"Michigan, USA",MI,Michigan,Twitter Web App,,"The hits keep on coming against the Trump-touted treatment, now from his own NIH.

“Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR” https://t.co/S35loirfok"
CathySchermer,2020-04-21 21:58:23,"Erie, PA",PA,Pennsylvania,Twitter Web Client,,NYPD Chief of Transportation dies of complications from COVID-19 https://t.co/MIPb7799SA via @MailOnline
orlandomustang4,2020-04-21 21:58:23,"Orlando, Florida",FL,Florida,Twitter Web App,,"After 9 days in a coma and having to relearn how to walk, covid-19 survivor tells MAGAt protesters they should stand down and take coronavirus seriously. 
https://t.co/7D5g7dpLmE"
TogetherOH,2020-04-21 21:58:23,"Ohio, USA",OH,Ohio,Twitter for iPhone,,"The Ohio State Wexner Medical Center has become the first in Ohio to launch a new clinical trial for COVID-19 treatment. One patient has recovered, and the other is currently in the trial. 
 https://t.co/UvUR5CgTvd"
ClayreInTucson,2020-04-21 21:58:23,"Tucson, AZ",AZ,Arizona,Twitter for Android,,"5/ By 12 February, there were numerous cabinet meetings and warnings about covid from the CDC, from the IC, from State, and so on. 

Are we to believe that Barr was somehow unaware of the outbreak in Wuhan &amp; ignorant of the alarm bells? Please."
Mujaahid187,2020-04-21 21:58:23,"Philadelphia, PA",PA,Pennsylvania,Twitter for iPhone,,"New article: ""Is it allowed to hold the Mus'haf and recite from it in the Taraweeh Prayer? And how to Establish the Taraweeh at Home in Ramadān while under COVID-19 Restrictions."" https://t.co/QqbncAI6ma https://t.co/t9ku7lM2u1"
HerculesASAMom,2020-04-21 21:58:22,somewhere in the USA,,,Twitter for iPad,,"One of the reasons why he was found guilty , because he knows to much?

Roger Stone: Bill Gates may have had a hand in the creation of coronavirus so that he could plant microchips in people’s heads to know who has and has not been tested for COVID-19.

https://t.co/DMzvjFLQ1l"
neilksethi,2020-04-21 21:58:22,"Columbus, OH",OH,Ohio,Twitter Web App,,"US Senate Unanimously Passes $484Bln Covid-19 Relief Package For Small Business, Hospitals, Tests  $DXY $ES_F $USDJPY
-Virus Relief Package Goes To House For Vote Planned Thursday"
quefueee,2020-04-21 21:58:22,"New Jersey, USA",NJ,New Jersey,Twitter for iPhone,,DR ain’t playing with this COVID-19 🦠 https://t.co/utW3vhKdLU
wtfcathyy,2020-04-21 21:58:22,"Sunrise, FL",FL,Florida,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
davidbadash,2020-04-21 21:58:22,"Provincetown, MA",MA,Massachusetts,Twitter Web App,,"People are dying and he wants more people to test it?
https://t.co/aHBLmaMuWW"
caroljoynt,2020-04-21 21:58:22,"Washington, DC",WA,Washington,Twitter Web App,,"President Trump says he will ask some major organizations to return relief money from the Paycheck Protection Program, specifically mentioning Harvard University https://t.co/9T8aUPjUrs https://t.co/5C488zMdtK"
Colle_cat,2020-04-21 21:58:22,"Rhode Island, USA",RI,Rhode Island,Twitter for Android,,"NEW: In interview w/me, CDC director warns second wave of coronavirus is likely to be worse because it will coincide with flu season. Look how overwhelmed health system is in this 1st covid-19 wave. Now imagine 2 respiratory outbreaks at the same time. https://t.co/ftPnleE4VP"
KrisGoldsmith85,2020-04-21 21:58:22,"New York, NY",NY,New York,Twitter for iPhone,,"Veterans exposed to toxins during military service, including burn pits, or those with Gulf War Illness, could be at significantly higher risk for #COVID19. 
@SenAmyKlobuchar and @SenRoundsGSPP want to know how VA is protecting them. 

https://t.co/V5azaYsycQ"
aperez8696,2020-04-21 21:58:21,"California, USA",CA,California,Twitter Web App,"AnimalCrossingNewHorizons, TwitchHighlight, ACNH",New #AnimalCrossingNewHorizons Twitch Highlight of Bam and his COVID-19 infection. https://t.co/EhHZrlFahZ #TwitchHighlight #ACNH
Boyd_2650,2020-04-21 21:58:21,"Wylie, TX",TX,Texas,Twitter for iPhone,,"More Than 400,000 In L.A. County May Have Already Had Coronavirus, New Study Finds

In the first large-scale study of adults tested for COVID-19 antibodies in their blood….

https://t.co/zyfdq2QQzm https://t.co/suerOH4FzT"
ccokermn,2020-04-21 21:58:21,"South Carolina, USA",SC,South Carolina,Twitter Web Client,,"""So It Was a Hoax?"" - Fox News' John Roberts Caught on Hot Mic Discussing COVID-19 Mortality Rate with Technician, 'Like the Flu' (VIDEO) https://t.co/KSwUDaOU8K via @gatewaypundit"
teter45013,2020-04-21 21:58:21,The Great State of Ohio,OH,Ohio,Twitter for Android,,"Ohio man who dismissed the coronavirus pandemic as a “political ploy” &amp; ripped his state’s lockdown as “bulls–t,” has died of COVID-19, according to reports. ""Hey Trumpers, keep believing fake news Trump &amp; find yourself like this man from Ohio! https://t.co/xOuqmQoDsP via @nypost"
diplo_drama,2020-04-21 21:58:20,Washington DC,WA,Washington,Twitter for iPhone,,PSA: We do not know if you get and survive Covid-19 that you acquire immunity. It is too soon to tell.
buckmaster3232,2020-04-21 21:58:20,"Charlotte, NC",NC,North Carolina,Twitter for iPhone,,"@MaryKingTV @WBTV_News Ok, let’s be real and accurate. How many deaths by flu have actually been classified as death by covid? We want ACCURATE reporting not twisted to meet your agendas, that’s REAL journalism!"
CochranFinance,2020-04-21 21:58:20,"Lexington, KY",KY,Kentucky,Twitter Web App,"BackToWorkNOW, SueTheDemocrats",@KarluskaP @JackAttaq17 @AGWillliamBarr please put Andy Beshear (KY) in check. He continues to fearmonger our state &amp; people in to staying shut down. Our state is minimally affected by COVID-19 and he doesn't even have a proposed date to reopen yet. #BackToWorkNOW #SueTheDemocrats
nkwobi_com,2020-04-21 21:58:20,"California, USA",CA,California,Twitter for iPhone,,"We keep saying we’re going to party like crazy post-COVID but I reckon we’ll be too anxious, deflated and traumatised to."
shaylacanela,2020-04-21 21:58:19,"St. Louis, MO",MO,Missouri,Twitter for iPhone,,Good morning! ☕ Native American tribes aren't getting badly needed COVID-19 stimulus aid because the federal agencies in charge of distributing relief to tribal governments don’t know how to work with them and aren’t listening to what they actually need. https://t.co/jDAyWQpTjV
aNewsNetwork_,2020-04-21 21:58:19,"Cincinnati, OH",OH,Ohio,Twitter Web App,,"President Trump says he will ask some major organizations to return relief money from the Paycheck Protection Program, specifically mentioning Harvard University https://t.co/9T8aUPjUrs https://t.co/5C488zMdtK"
CoachNBurton,2020-04-21 21:58:19,"Portland, OR",OR,Oregon,Twitter for Android,,"Listening to @finebaum trying to talk the effect of COVID-19 on the world/sports &amp; how to respond w/ primarily callers from the South. 
Tbf, most seem worried about governors relaxing rules so fast but you can see he's more worried about losing listeners &amp; $$$ than keeping it 💯 https://t.co/WUlWWByPck"
ReddyBluesieDog,2020-04-21 21:58:19,Free Republic of Texas,TX,Texas,Twitter for iPad,,"F.U.N.Y.

DENNIS PRAGER: If Half the Country’s COVID Deaths Were in Montana, Would New York Shut Down?
In his… https://t.co/d2VTc8FD5H"
_Joiie,2020-04-21 21:58:19,"Brooklyn, NY",NY,New York,Twitter for iPhone,,My cousin tested positive for COVID-19 so I asked how he’s doing forgetting how dramatic Dominicans are: https://t.co/vCJqCrzx8m
OldsonScott,2020-04-21 21:58:18,"Indiana, USA",IN,Indiana,Twitter for iPhone,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
burtonISDtech,2020-04-21 21:58:18,"Burton, TX",TX,Texas,IFTTT,,What you need to know... https://t.co/gT3K05AeCn
JannieTweets7,2020-04-21 21:58:18,"Santa Cruz, CA",CA,California,Twitter for iPad,,"NEW: In interview w/me, CDC director warns second wave of coronavirus is likely to be worse because it will coincide with flu season. Look how overwhelmed health system is in this 1st covid-19 wave. Now imagine 2 respiratory outbreaks at the same time. https://t.co/ftPnleE4VP"
JulieAllen24,2020-04-21 21:58:17,"Los Angeles, CA",CA,California,Twitter for iPhone,,"NEW: In interview w/me, CDC director warns second wave of coronavirus is likely to be worse because it will coincide with flu season. Look how overwhelmed health system is in this 1st covid-19 wave. Now imagine 2 respiratory outbreaks at the same time. https://t.co/ftPnleE4VP"
azdisabilitylaw,2020-04-21 21:58:17,"Phoenix and Tucson, AZ",AZ,Arizona,Twitter for iPhone,,"Overcrowding, unsanitary living conditions, insufficient testing/treatment + lack of access to reasonable accommodations contribute to the continued spread of COVID-19 cases in jails/prisons.

Learn how to support people w/ disabilities in these settings: https://t.co/iYF0YFOpF9 https://t.co/aYa8Nolcrq"
LebeauTori,2020-04-21 21:58:17,"Thibodaux, LA",LA,Louisiana,Twitter for iPhone,,"seeing protesters carry signs like “COVID 19 ISNT REAL” or “THE MEDIA IS THE PROBLEM NOT THE VIRUS” literally leaves me speechless.... I didn’t know people could be so dumb, yet here we are"
Jegigglebox,2020-04-21 21:58:17,"Broken Arrow, OK",OK,Oklahoma,Twitter for iPhone,,"NEW: In interview w/me, CDC director warns second wave of coronavirus is likely to be worse because it will coincide with flu season. Look how overwhelmed health system is in this 1st covid-19 wave. Now imagine 2 respiratory outbreaks at the same time. https://t.co/ftPnleE4VP"
STheken,2020-04-21 21:58:17,"Gloucester, MA",MA,Massachusetts,Twitter for iPhone,,"COVID-19 Update As of today Tuesday 4/21, there have been a total of 111 confirmed cases of COVID-19 in the City of Gloucester: 7 deceased, 47 are currently in isolation, 5 are currently hospitalized, and 52 have recovered. God bless us all."
debiharrelson11,2020-04-21 21:58:17,"Alabama, USA",AL,Alabama,Twitter for iPhone,,"""So It Was a Hoax?"" - Fox News' John Roberts Caught on Hot Mic Discussing COVID-19 Mortality Rate with Technician, 'Like the Flu' (VIDEO) https://t.co/cnH3dfw9Ls"
iamKyNicole_,2020-04-21 21:58:17,"Atlanta|Tallahassee, FL",FL,Florida,Twitter for iPhone,,"With the sudden COVID-19 changes forcing our university elections to be moved online, this is the perfect time for the EC to improve with the help of student feedback AND for students to get a look into the importance of the Electoral Commissioner’s role."
ShawnnaFowler20,2020-04-21 21:58:16,"Carolina, USA",,,Twitter for Android,,"DHEC today announced 172 new cases of the novel coronavirus COVID-19, and 11 additional deaths.

This brings the total number of people confirmed to have COVID-19 in South Carolina to 4,608 and those who have died to 135.

Release: https://t.co/XYspAbf1AM https://t.co/0KwFh3VnCj"
ld_jensen,2020-04-21 21:58:16,"Atlanta, Georgia",GA,Georgia,Twitter Web App,,"@HistoryGonWrong @ArtProcessors @HistoryGonWron do you think museums will invest in the changes which may be necessary to cater to their audiences post-COVID? I'm very curious who the early vs slow adapters will be, and how they will change, if at all."
BeckLawPC,2020-04-21 21:58:16,"Santa Rosa, California",CA,California,Twitter Web App,"childvisitation, lawfirm, COVIDー19","Are you wondering how the current Covid-19 pandemic may affect your existing child visitation schedule? #childvisitation #lawfirm #COVIDー19 
https://t.co/3hW5MGulzD https://t.co/EOJZJVxjjb"
Ana_M_Medina,2020-04-21 21:58:16,San Francisco CA,CA,California,Twitter Web App,,"@wiredferret So when we all go back to get our haircuts after COVID, I hope you feel like we overprepared and I hope, hope you remember that means we did the right thing. @wiredferret #Failoverconf"
ColumbusJim63,2020-04-21 21:58:16,"Ohio, USA",OH,Ohio,Twitter Web App,,"The Ohio State Wexner Medical Center has become the first in Ohio to launch a new clinical trial for COVID-19 treatment. One patient has recovered, and the other is currently in the trial. 
 https://t.co/UvUR5CgTvd"
TCLJocelyn,2020-04-21 21:58:16,"VA, MD, DE",VA,Virginia,Twitter for iPad,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
Celestebyrne3,2020-04-21 21:58:16,USA,,,Twitter for iPad,,"As Americans try to keep their homes disinfected amid COVID-19, there's been a more than 20% spike in the number of poisoning emergencies linked to cleaners and disinfectants, according to a new report. https://t.co/vkj62C9jOP https://t.co/sk0e4Dev6T"
yukonsquest,2020-04-21 21:58:16,Black Hills SD,SD,South Dakota,Twitter for Android,,"Good news for me and my family.  Last week I tested positive for Covid antibodies, confirming I cleared the virus after weeks without symptoms.  I’ve also signed up for a clinical trial to donate my blood plasma and expect to make the donation in the coming weeks"
JonDLocke,2020-04-21 21:58:16,"Lubbock, Texas",TX,Texas,Twitter Web App,,"President Trump, please reply to my email on 4/15/2020 regarding assistance to my clients due to Covid-19. @realDonaldTrump"
TeeVeeBen,2020-04-21 21:58:16,"Los Angeles, CA",CA,California,Twitter for iPhone,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
sharonka3,2020-04-21 21:58:15,"New York, USA",NY,New York,Twitter for Android,,"Between the end of March and April 20th, the number of cases in the 12 southern states rose from 11,700 to 127,500 https://t.co/1Sq1SU5Nh9"
alden_huckvale,2020-04-21 21:58:15,"Soldotna, Alaska",AK,Alaska,Twitter for iPhone,,"Free &amp; nothing hidden!
Covid-19 | Nora Gedgaudas' Courses https://t.co/AURbFF3E2J"
LindaTheis3,2020-04-21 21:58:15,"Arizona, USA",AZ,Arizona,Twitter for iPad,,"""NIH Panel Recommends Against Drug Combination Trump Has Promoted For COVID-19""
https://t.co/eUlBuN3zrP"
Ajzionts,2020-04-21 21:58:15,"Rapid City, SD",SD,South Dakota,Twitter for iPhone,,"Two inmates have tested positive for COVID-19, the first Minnehaha County Jail inmates with confirmed cases. https://t.co/0Q8IUHGdzz"
OKBradCarl,2020-04-21 21:58:15,"Oklahoma City, OK",OK,Oklahoma,Twitter Web App,"COVID19, CoronavirusOutbreak, coronavirus","""Don't be scared. Hold the line."" 🙌 #COVID19 #CoronavirusOutbreak #coronavirus  https://t.co/ODBtaTZIEB"
cc_demers,2020-04-21 21:58:15,"Portland, ME",ME,Maine,Twitter for iPad,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
CiejeWarfare,2020-04-21 21:58:15,"California, USA",CA,California,Twitter Web App,,Schools had reopened and restaurants were becoming busy again https://t.co/QmiCUCCcw8
barncat26,2020-04-21 21:58:15,"Michigan, USA",MI,Michigan,Twitter for Android,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
bsimonnolibs,2020-04-21 21:58:15,Buffalo NY,NY,New York,Twitter for iPhone,,"Look at today's COVID-19 deaths.  It is like a who's who of blue states.  Almost as if they just don't want to meet Trump's criteria for declining deaths to open.

What are the odds not a single red state would top the list? https://t.co/w7tdFG03Ui"
RandomUTFan,2020-04-21 21:58:15,"Music City, USA",,,TweetDeck,,"⚡️ All four states have seen Covid-19 case counts jump within the past few days. 

The White House guidelines call for two weeks of sustained decline https://t.co/QN3JVD8ecw"
markgamache,2020-04-21 21:58:15,"Indianapolis, IN",IN,Indiana,Twitter Web App,,@AaronMcMann @Graham_Couch You missed the part about required COVID antibody testing.
RockinRaquel4u,2020-04-21 21:58:14,"Chicago, IL",IL,Illinois,Twitter for iPhone,,"I’m not eligible for unemployment, stimulus check, SBA loan, COVID disaster relief even though my business is at a complete halt and I paid over $50k in taxes last year. 

All while politicians are all still getting paid.

Such a scam. 

America is in full decline."
arcampbell94,2020-04-21 21:58:14,"Los Angeles, CA",CA,California,Twitter for iPhone,,"These are uncertain and challenging times for everyone but a lot of us are still safe, warm and living life as normally as we can. I know a lot of people are wondering how they can help those affected the most by COVID-19."
CMassaro723,2020-04-21 21:58:14,"New York, NY",NY,New York,Twitter Web App,,"“The two that we are trialing now were really the first two off the block”. Trevor Drew @CSIRO describes the animal trials of two candidate covid-19 vaccines, on “Babbage” https://t.co/0DrTE3QBsH"
opousa3,2020-04-21 21:58:14,"ORLANDO, FL",FL,Florida,Twitter for iPad,,"@JohnCornyn Here is a Senator blaming COVID-19 deaths on underlying conditions, blissfully unaware that these underlying conditions have developed because of — wait for it — a lack of preventative care in the US.

John, you are correct; many Americans have not ever had affordable healthcare."
Richwmarion,2020-04-21 21:58:14,"Florida, USA",FL,Florida,Twitter Web App,COVID19,"Staff member at Okeechobee nursing home tests positive for #COVID19. Health department says there aren't enough test kits to test all potentially exposed residents. Will wait until residents show symptoms.

https://t.co/py5NSpfK62"
Tarkloon,2020-04-21 21:58:14,Kansas,KS,Kansas,TweetDeck,,Roughly eight-in-ten (79%) of those whose main source is Fox News say the media have exaggerated the risks associated with the COVID-19 outbreak [Survey conducted March 10-16] https://t.co/cz4GpbL9RG https://t.co/uCnSKR5uLB
capconsultants,2020-04-21 21:58:14,"Madison, WI",WI,Wisconsin,Twitter Web App,,"COVID-19 Wisconsin Update #45 (4-21-20 PM) Republican Leaders Ask Supreme Court to intervene in Safer-At-Home Extension, reaction to the lawsuit, VP Pence visits GE in Madison, updated WI numbers.
https://t.co/QP3lgF1KEc https://t.co/UZu4toEvkR"
SheilaDehner,2020-04-21 21:58:13,"Manhattan, NY",NY,New York,Twitter for iPad,,How @realDonaldTrump failed to protect Americans from COVID-19. Vote @JoeBiden for President.  https://t.co/fvF52bNSLn
_JayMarie18,2020-04-21 21:58:13,"Houston, TX",TX,Texas,Twitter for iPhone,,XO face masks are back to raise money and I’ll be matching every dollar that comes in to aid communities afflicted by Covid-19 with 100% of the proceeds going to Music Cares. https://t.co/2CAsWSGa9B https://t.co/P8WpGxccID
MSLF,2020-04-21 21:58:13,"Denver, CO",CO,Colorado,Twitter Web App,,@Craigers_F @NRA @NM_SSA @2AFDN @MSLF @GovMLG On it! https://t.co/EFJbaFuHW2
Director_TRAC,2020-04-21 21:58:13,"Fort Leavenworth, KS",KS,Kansas,Twitter for iPad,,"Some military families are slowly finding stability but as the crisis drags on and the Pentagon extends its stop-move order, new longer-term issues may arise. https://t.co/SdAQfsYnbR"
Mhurz_,2020-04-21 21:58:12,"San Francisco, CA",CA,California,Twitter Web App,"COVID19, hydroxychloroquine, azithromycin",The official @NIH treatment guidelines for #COVID19 explicitly recommends against the #hydroxychloroquine + #azithromycin  combination heavily promoted by the President and his supporters. https://t.co/pQKjgkPPzL
alissaterese,2020-04-21 21:58:12,"Boston, MA",MA,Massachusetts,Twitter for iPhone,PM760,"She spent 9 days in a coma and relearned how to walk. What this Covid-19 survivor wants protesters to know
https://t.co/j3GySNKwwV #PM760"
mzee26,2020-04-21 21:58:12,Texas,TX,Texas,Twitter Web Client,,‘A lot of people in the media hate Trump’: Brit Hume’s interview with COVID lockdown skeptic Alex Berenson a must-read https://t.co/3O0uHGoyHW via @twitchyteam
CherKalleck,2020-04-21 21:58:12,"Hillsboro, OR",OR,Oregon,Twitter Web App,,New from @AP Global Investigative team: 75 publicly listed companies received $300M in SBA loans due to COVID-19. 25% had warned even before the virus hit that they were in potentially failing financial health. Others were recently under SEC investigation: https://t.co/RWDQWAr4ea
967kissfm,2020-04-21 21:58:12,"Austin, TX",TX,Texas,Twitter Web App,,Sam Smith is opening up about their experience with what they believe was COVID-19. https://t.co/KYmWMD0NqK
PARAGONChief,2020-04-21 21:58:11,"Jacksonville, FL",FL,Florida,Twitter Web App,"retirement, CFP","For many nonprofits, especially those that provide safety net services, demand has never been higher and is only expected to grow in the coming months. Here are 7 tips for charitable giving during the pandemic: https://t.co/XKVx7Hbzsf #retirement #CFP https://t.co/ln5F1Qvff6"
ReecesPiecesDi,2020-04-21 21:58:11,"Gainesville, GA",GA,Georgia,Twitter Web Client,"Manage, Hyperglycemia, DKA, Severe, COVID","Checklist to #Manage #Hyperglycemia, #DKA in #Severe #COVID-19 @mandy_reece https://t.co/TmwkMmR0ZQ via @medscape"
dsheed,2020-04-21 21:58:11,"Seattle, WA",WA,Washington,Twitter for iPhone,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
eM_K_Ultra,2020-04-21 21:58:10,"San Francisco, CA",CA,California,Twitter for iPhone,,@reallesstroud @YouTube I love you so much! Been loving your director’s commentary and Covid/episodes. Bloody brilliant.
narunetto,2020-04-21 21:58:10,"Auburnish, Washington",WA,Washington,Twitter for Android,,@lawltrein that's what covid does
ZaddyChuk,2020-04-21 21:58:10,"Bay area, CA",CA,California,Twitter for iPhone,,I will retweet any information about injustice toward Black people in China until a major news outlet investigates and airs what’s going on. COVID-19 ORIGINATED IN CHINA...and now they’re treating Black people like subhumans as a result?!?! Any excuse to be racist. https://t.co/EhNPPzEMD7
Piper,2020-04-21 21:58:10,"California, USA",CA,California,Twitter for iPhone,,"BREAKING: Another incarcerated elder has died. The Parole Board GRANTED release to Leonard Carter after 25 years in prison. Because @NYGovCuomo excludes people like Mr. Carter from his tiny COVID releases, he died weeks before his freedom. #ClemencyNow https://t.co/snbJ5I0N95"
kcolaizzo,2020-04-21 21:58:10,"Florida, USA",FL,Florida,Twitter for iPhone,,"Five different coronavirus clusters in Lyon County, Kansas -- including one meat processing plant, one church:

https://t.co/jSEeZLFgQK"
LyndsiLambert,2020-04-21 21:58:10,"Austin, TX",TX,Texas,Twitter Web App,,"The people most affected by COVID-19 are black &amp; brown communities, while @GovAbbott's task force is made up almost completely of white, male donors. #txlege"
rimarthag,2020-04-21 21:58:09,"Spokane Valley, WA",WA,Washington,Twitter for iPhone,,"Congratulations Georgia!  Your governor has offered you up as the US Covid-19 guinea pigs even while infectious disease experts are saying it’s far too soon

Georgia governor to reopen some businesses as early as Friday as other states signal similar plans
https://t.co/hwon97ZO9a"
MonaLissa000,2020-04-21 21:58:09,"Kansas, USA",KS,Kansas,Twitter for iPhone,,"Meghan McCain: ""I see protesters with guns, it's perfectly normal to me. Bringing a gun is showing which side of the gun argument they're on.""
These protests are about COVID-19. What the fuck is she talking about?"
J_Had87,2020-04-21 21:58:08,"Utah, USA",UT,Utah,Twitter for iPhone,,"$75 billion for hospitals
$25 billion COVID-19 testing (including $11B for states)
$310 billion for PPP. ($60 billion set aside for smaller lending facilities.)
$60 billion for grants and loans under disaster loan program
https://t.co/7ujFZhgsE7"
oldmanbobd6,2020-04-21 21:58:08,"Tennessee, USA",TN,Tennessee,Twitter for iPhone,,"@asymmetricinfo As an epidemiologist, I'm amazed that the only thing that's discussed about Covid-19 and the lockdown is mortality. It's not just mortality, though."
OublieNe,2020-04-21 21:58:08,"Georgia, USA",GA,Georgia,Twitter for Android,,"....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth."
MichaelShanler,2020-04-21 21:58:08,"MA, USA",MA,Massachusetts,Twitter Web App,"pharma, clinical, COVID19, coronavirus","The value of data and design.  This is not great news for Hydroxychloroquine...or veterans....

https://t.co/0IsqBiX6vZ

#pharma #clinical #COVID19 #coronavirus"
Reflexx_1,2020-04-21 21:58:07,Southern California,CA,California,Twitter for Android,,"@ThatOneGuyCLE @cryptolectic @ElijahSchaffer https://t.co/CGqqjjibSa
Also look at
https://t.co/QfMukoLzlM"
HealthyLivingMo,2020-04-21 21:58:07,Missouri,MO,Missouri,Twitter Web App,"COVID19, ShowMeStrong","To learn more about what you can do to protect you and your family from COVID-19, visit https://t.co/V6es2EUkO0.

#COVID19 | #ShowMeStrong"
FergusChamber,2020-04-21 21:58:07,"Fergus Falls, MN",MN,Minnesota,ChamberMaster_Web,,Hot Off the Press: Lake Region Healthcare Annouces COVID-19 Response &amp; Care Plan https://t.co/OkM8TSKbEv
JimBlakesong,2020-04-21 21:58:07,"Philadelphia, PA",PA,Pennsylvania,Twitter for iPhone,,"“The Chinese gov lied to the world about the danger and contagious nature of COVID-19, silenced whistleblowers, and did little to stop the spread of the disease..

""They must be held accountable for their actions,"" —Missouri AG Eric Schmitt.

#CCPVirus

https://t.co/vOg4qFyOVA"
Rose76Southern,2020-04-21 21:58:07,"Frederick, Maryland, USA",MD,Maryland,Twitter for Android,,"'Listen... And Take Action': In Front of White House, Nurses Read Names of Colleagues Who Have Died From Covid-19 - https://t.co/8xRFmE8Zdc via @commondreams"
HealthyLivingMo,2020-04-21 21:58:07,Missouri,MO,Missouri,Twitter Web App,,"Antibiotics like azithromycin may be effective in treating bacterial infections that are caused by COVID-19 complications, but they don't directly attack the COVID-19 virus. As always, antibiotics &amp; any other medications should be used at the direction &amp; of medical professionals."
HealthyLivingMo,2020-04-21 21:58:07,Missouri,MO,Missouri,Twitter Web App,,🦠 A CLOSER LOOK AT COVID: Are antibiotics effective against COVID-19? Short answer: no. Antibiotics attack bacteria by preventing them from reproducing. COVID-19 is caused by a virus which has no vaccine or proven treatment available. https://t.co/4AmNzpW9RR
dfresh750,2020-04-21 21:58:07,"Virginia, USA",VA,Virginia,Instagram,"gaspricesgoingdown, corona, coronavirus, covıd19, pandemic2020, pandemiclife, pandemicthings, essential, essentialworker","One of the few things tome come from COVID-19, lol.  Filled up the Edge ST for under $20
🤘🏽😆
#gaspricesgoingdown #corona #coronavirus #covıd19 #pandemic2020 #pandemiclife #pandemicthings #essential #essentialworker… https://t.co/cUtg9ska2V"
Barryhallphd,2020-04-21 21:58:06,"Boca Ciega, FL",FL,Florida,Twitter for iPhone,,"Ohio man, 60, who blasted COVID-19 ""stay-at-home orders are 'b*****t' dies after contracting the virus

In a Facebook post, he wrote: 

""Does anybody have the guts to say this Covid19 is a political ploy? Asking for a friend. Prove me wrong""

https://t.co/HVwqMXrj9Y"
shaylacanela,2020-04-21 21:58:06,"St. Louis, MO",MO,Missouri,Twitter for iPhone,,"""Here in New Mexico, the population of Native Americans is 11%. The infection rate is close to 40%."" 

-- @RepDebHaaland giving one example of the disproportionate impact of COVID-19 on Native American tribes https://t.co/GIrNRB3CIF"
donna_viestenz,2020-04-21 21:58:06,"Arizona, USA",AZ,Arizona,Twitter for Android,,☎️ATTN AZ vets: @VAVetBenefits is hosting a tele-townhall for Arizonans on THURSDAY @2PM AZ. Learn about the VA’s COVID-19 response &amp; veterans benefits program updates by calling 844-227-7557.
AZprisonreform,2020-04-21 21:58:06,"Arizona, USA",AZ,Arizona,Twitter for Android,,Man who served 44 years in prison dies from COVID-19 just weeks before his release (via @CBSNews @jaysunsilver) https://t.co/wDsQN7QTS0
